dt[s],sensor_dt[s],pos-sens_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,rot_x,rot_y
0.0673,0.095,0.028,-0.0169,-0.0325,0.0033,-0.0184,-0.02,0.0627,-0.0009,0.091,0.1274,2.0323,355.8568
0.1367,0.1447,0.008,-0.0192,-0.0307,0.007,-0.0186,-0.0224,0.0568,-0.0006,0.091,0.1292,1.9252,355.7725
0.2086,0.1964,-0.012,-0.0208,-0.0354,0.0084,-0.0132,-0.023,0.0547,-0.0011,0.0915,0.1311,1.6481,355.4162
0.2755,0.2979,0.022,-0.022,-0.0326,0.0014,0.0051,-0.0228,0.0397,0.0006,0.0911,0.1329,1.7275,355.8454
0.3434,0.3524,0.009,-0.0217,-0.0313,0.0029,0.001,-0.0156,0.035,0.0005,0.0897,0.1363,1.9604,355.4119
0.4133,0.4185,0.005,-0.0243,-0.0329,0.0022,0.0025,-0.0105,0.0349,0.0013,0.0883,0.1388,2.3143,355.4378
0.4832,0.4695,-0.014,-0.0276,-0.0316,0.0065,0.0075,-0.0083,0.0306,0.0014,0.0884,0.1468,2.4161,355.3517
0.5511,0.5719,0.021,-0.0346,-0.0293,0.0113,0.0031,-0.0177,0.0428,0.0032,0.0897,0.1568,2.34,355.4904
0.623,0.6229,-0.0,-0.0366,-0.0279,0.0148,0.0014,-0.0199,0.04,0.0051,0.0888,0.1692,2.445,355.3381
0.6899,0.6741,-0.016,-0.0441,-0.0293,0.0109,0.0014,-0.0259,0.0339,0.01,0.0867,0.183,2.4475,355.1328
0.7618,0.7762,0.014,-0.0585,-0.0278,0.0056,0.0009,-0.0479,0.0165,0.0167,0.0845,0.2028,2.4559,354.7045
0.8286,0.8445,0.016,-0.0653,-0.024,0.0106,0.0008,-0.0515,0.0087,0.02,0.0838,0.2177,1.4817,354.5228
0.904,0.8955,-0.009,-0.067,-0.0192,0.0144,-0.0069,-0.054,0.0141,0.0159,0.0782,0.2438,2.5544,354.3605
0.9699,0.9456,-0.024,-0.069,-0.0154,0.0179,-0.0201,-0.0502,0.0275,0.0118,0.0834,0.2751,1.9147,353.4257
1.0179,0.9963,-0.022,-0.0716,-0.0168,0.0134,-0.0151,-0.0561,0.0422,0.0099,0.0874,0.3009,0.6307,353.7091
1.0917,1.1159,0.024,-0.0848,-0.0372,0.0233,0.0021,-0.0665,0.0365,0.0047,0.0875,0.3354,0.77,353.6797
1.1442,1.1666,0.022,-0.0969,-0.0504,0.0115,0.057,-0.0878,0.0028,-0.0015,0.0845,0.3697,1.3105,353.5692
1.2056,1.2174,0.012,-0.1123,-0.0476,-0.005,0.0727,-0.0947,0.0039,-0.0059,0.0792,0.4013,1.6808,353.8981
1.2665,1.2683,0.002,-0.1205,-0.0487,-0.0037,0.0583,-0.1039,0.0097,-0.012,0.073,0.4492,1.7766,354.047
1.3299,1.3196,-0.01,-0.1198,-0.0546,0.0104,0.0505,-0.0983,0.0012,-0.0182,0.0701,0.5082,1.0194,354.662
1.3868,1.3708,-0.016,-0.1217,-0.0581,0.0223,0.0503,-0.0765,-0.0053,-0.0233,0.0709,0.5546,0.1852,354.9846
1.4402,1.422,-0.018,-0.1326,-0.0584,0.0354,0.0589,-0.071,-0.0118,-0.0282,0.0729,0.6012,1.5398,355.4359
1.4946,1.4733,-0.021,-0.1506,-0.0572,0.0419,0.0568,-0.0895,0.0072,-0.0332,0.0827,0.6436,359.1925,355.6845
1.558,1.5751,0.017,-0.1845,-0.0531,0.0326,0.0554,-0.1715,0.0082,-0.0423,0.0877,0.6971,359.5799,355.7137
1.6104,1.6252,0.015,-0.1961,-0.0488,0.0217,0.0507,-0.1793,0.0011,-0.0439,0.0948,0.734,1.0227,356.1732
1.6668,1.6766,0.01,-0.195,-0.0434,0.01,0.0429,-0.1814,0.0024,-0.0453,0.1042,0.7818,0.0382,356.2804
1.7217,1.7279,0.006,-0.1667,-0.0397,-0.0367,0.0223,-0.1002,-0.0111,-0.0462,0.1024,0.8253,359.6895,356.6229
1.7762,1.779,0.003,-0.1463,-0.037,-0.0178,0.0059,-0.0505,-0.0256,-0.0468,0.0961,0.8665,0.561,356.7455
1.8286,1.8296,0.001,-0.1174,-0.0209,-0.0275,-0.0514,0.0141,-0.028,-0.0478,0.0902,0.9073,1.0806,356.3621
1.8795,1.8804,0.001,-0.1005,-0.0076,-0.0389,-0.0835,0.1162,-0.02,-0.048,0.0819,0.967,0.6584,355.7045
1.9354,1.9327,-0.003,-0.1055,-0.0013,-0.0121,-0.1041,0.137,-0.0018,-0.0463,0.0723,1.0208,0.9968,355.5525
1.9903,1.9832,-0.007,-0.1118,-0.0007,0.0243,-0.109,0.098,0.0042,-0.0449,0.0647,1.078,0.435,355.2483
2.0447,2.035,-0.01,-0.1104,-0.0023,0.0386,-0.1066,0.0507,-0.0123,-0.0441,0.061,1.1565,0.5786,354.4927
2.1017,2.102,0.0,-0.1093,-0.0012,0.0452,-0.0961,0.0408,-0.0432,-0.0397,0.0673,1.2192,1.6606,354.9887
2.1685,2.1536,-0.015,-0.1235,0.004,0.0572,-0.091,0.0677,-0.0693,-0.0393,0.0859,1.301,0.9687,354.002
2.2195,2.2041,-0.015,-0.1433,0.0097,0.0592,-0.0948,0.0651,-0.0831,-0.0403,0.0962,1.3539,0.0496,353.3641
2.2714,2.2556,-0.016,-0.1609,0.0092,0.0454,-0.0918,0.04,-0.0808,-0.0427,0.1028,1.4026,0.3197,353.0556
2.3388,2.3568,0.018,-0.169,0.0156,-0.015,-0.0829,0.0079,-0.0849,-0.0443,0.1097,1.4644,0.9272,353.561
2.3902,2.4083,0.018,-0.1427,0.0132,-0.0583,-0.0661,-0.0284,-0.0775,-0.0456,0.1105,1.5122,1.1815,353.1481
2.4401,2.4589,0.019,-0.115,0.0064,-0.0528,-0.0552,-0.0029,-0.0926,-0.0471,0.1102,1.5616,0.8328,353.221
2.494,2.5096,0.016,-0.0864,-0.0014,-0.0409,-0.0243,-0.0052,-0.1204,-0.0505,0.1045,1.6139,0.4195,353.1918
2.542,2.5622,0.02,-0.0641,0.0005,-0.0266,0.0135,-0.0044,-0.141,-0.0572,0.0938,1.6884,359.9922,353.2651
2.5984,2.6127,0.014,-0.0539,0.0081,-0.0095,0.0166,0.0476,-0.1415,-0.0654,0.0811,1.7569,359.4592,352.7954
2.6533,2.6634,0.01,-0.0505,0.0126,0.0044,0.0014,0.0957,-0.1217,-0.0724,0.072,1.8249,358.5702,352.9833
2.7062,2.7149,0.009,-0.0559,0.0121,0.0243,-0.0044,0.0856,-0.1093,-0.0792,0.0695,1.8886,357.7433,352.872
2.7566,2.7658,0.009,-0.0665,0.0075,0.0478,-0.012,0.0547,-0.0898,-0.0856,0.0721,1.947,359.5163,353.4669
2.81,2.817,0.007,-0.0836,-0.0005,0.0661,-0.0068,0.0434,-0.0889,-0.0908,0.0864,1.9993,358.0927,353.4091
2.861,2.8672,0.006,-0.1037,-0.0002,0.067,0.0033,0.0218,-0.0754,-0.0955,0.0968,2.0482,358.4695,353.8622
2.9109,2.9178,0.007,-0.1102,0.0057,0.0442,0.0181,0.02,-0.0733,-0.0995,0.1081,2.113,359.6007,353.8364
2.9643,2.9686,0.004,-0.1165,0.0152,0.0266,0.0212,0.0334,-0.0401,-0.1017,0.1076,2.1659,359.8629,354.1701
3.0147,3.0199,0.005,-0.0842,0.0195,-0.0363,0.0179,0.0639,-0.0139,-0.1031,0.0995,2.2187,0.5851,354.4421
3.0646,3.0709,0.006,-0.0623,0.0218,-0.0486,0.01,0.0878,-0.0006,-0.1053,0.0889,2.2708,1.0932,353.8882
3.1161,3.122,0.006,-0.0415,0.0328,-0.0427,-0.0108,0.0726,0.0188,-0.1057,0.0802,2.326,0.4414,353.0414
3.1685,3.1734,0.005,-0.034,0.0365,-0.0122,-0.0578,0.0495,0.08,-0.1058,0.0713,2.3865,359.7984,352.6958
3.2329,3.225,-0.008,-0.0356,0.0382,0.0309,-0.0539,-0.0012,0.0925,-0.1061,0.0624,2.4747,359.2669,352.3323
3.2863,3.2755,-0.011,-0.0396,0.0368,0.0586,-0.0393,-0.0475,0.0786,-0.1066,0.0647,2.5405,358.2518,352.0241
3.3387,3.326,-0.013,-0.0438,0.0337,0.0701,-0.027,-0.0849,0.0624,-0.1071,0.0686,2.6049,358.3238,352.099
3.3896,3.377,-0.013,-0.0573,0.037,0.0707,-0.0183,-0.0772,0.0508,-0.1084,0.0804,2.6651,357.1879,351.252
3.457,3.4437,-0.013,-0.0867,0.0378,0.0675,-0.0123,-0.0714,0.0496,-0.1089,0.0919,2.7364,356.8503,351.5061
3.5079,3.4946,-0.013,-0.0912,0.0351,0.0337,-0.0095,-0.0366,0.0435,-0.11,0.0999,2.7815,358.2567,351.4499
3.5604,3.5451,-0.015,-0.0921,0.0365,0.008,-0.025,-0.0044,0.0462,-0.1123,0.105,2.8253,358.49,351.457
3.6128,3.5985,-0.014,-0.081,0.0304,-0.0302,-0.0191,0.0093,0.0402,-0.1152,0.1047,2.8876,359.2422,351.7632
3.6652,3.649,-0.016,-0.056,0.0303,-0.0565,-0.0095,0.0666,0.018,-0.1176,0.0969,2.939,359.5757,351.9293
3.7156,3.6997,-0.016,-0.0305,0.0204,-0.0468,-0.0025,0.0408,0.015,-0.1213,0.0885,2.9867,359.6013,352.7584
3.768,3.7521,-0.016,-0.0047,0.0082,-0.0443,0.0324,0.0206,-0.0049,-0.1257,0.0828,3.0344,359.5296,353.7459
3.8204,3.8026,-0.018,0.0068,0.0043,-0.0257,0.0664,0.0116,-0.0328,-0.1337,0.0811,3.0867,358.4868,355.178
3.8764,3.8536,-0.023,0.006,0.0093,0.0046,0.0787,0.0124,-0.0422,-0.1399,0.0815,3.1411,356.7345,355.5954
3.9478,3.9556,0.008,-0.0035,0.0089,0.0393,0.0516,0.0253,-0.0027,-0.148,0.086,3.2258,358.4724,356.3763
4.0027,4.0065,0.004,-0.014,0.0021,0.0351,0.049,0.0272,0.0201,-0.1496,0.1005,3.2682,355.8819,356.5135
4.0556,4.0578,0.002,-0.034,0.0085,0.0147,0.0531,0.029,0.0026,-0.1519,0.1073,3.2974,357.7833,356.4223
4.114,4.108,-0.006,-0.0412,0.0224,-0.0023,0.0347,0.0415,0.0068,-0.1531,0.1172,3.3342,357.5736,356.6855
4.1694,4.1593,-0.01,-0.0414,0.0213,-0.003,0.0238,0.0393,0.0125,-0.1545,0.1162,3.3637,357.7234,356.8633
4.2228,4.2105,-0.012,-0.0046,0.034,-0.0583,0.0084,0.0729,0.0111,-0.1538,0.1115,3.3881,359.2556,357.1963
4.2827,4.2608,-0.022,0.0206,0.0339,-0.0578,-0.0176,0.1218,-0.0045,-0.1521,0.1099,3.4147,359.6944,356.9141
4.3361,4.3133,-0.023,0.0445,0.0441,-0.0596,-0.0365,0.1092,-0.0058,-0.1501,0.1116,3.4315,359.7126,357.0036
4.3901,4.4148,0.025,0.0624,0.0487,-0.0111,-0.1028,0.0575,0.0098,-0.1467,0.114,3.4464,359.3864,356.8242
4.4455,4.4656,0.02,0.0726,0.0517,0.0055,-0.1069,0.0293,0.0043,-0.1428,0.1133,3.4657,359.7118,356.2911
4.5009,4.5166,0.016,0.0882,0.0543,-0.0024,-0.0988,0.0369,-0.0306,-0.1398,0.1138,3.4781,359.8802,356.0425
4.5558,4.5673,0.012,0.099,0.0573,-0.0155,-0.0825,0.0503,-0.07,-0.139,0.1139,3.4873,359.6016,355.7773
4.6072,4.6183,0.011,0.1037,0.0602,-0.0168,-0.0773,0.11,-0.0996,-0.1379,0.1122,3.4948,359.6707,355.7426
4.6726,4.6698,-0.003,0.1017,0.0584,-0.0085,-0.0796,0.1836,-0.0991,-0.1367,0.1085,3.5022,0.3744,355.5742
4.722,4.7203,-0.002,0.1071,0.0545,-0.0102,-0.083,0.2151,-0.0964,-0.136,0.1073,3.5065,0.6569,355.3923
4.774,4.771,-0.003,0.1122,0.0481,-0.0123,-0.059,0.2327,-0.1148,-0.1351,0.1065,3.5096,0.6137,356.0415
4.8284,4.8226,-0.006,0.1119,0.0469,-0.0056,-0.0499,0.2266,-0.1173,-0.1338,0.1041,3.5144,1.0365,356.2251
4.8828,4.8743,-0.008,0.1109,0.0463,0.0015,-0.0353,0.1282,-0.1057,-0.1307,0.1029,3.5166,1.2783,356.4056
4.9532,4.9761,0.023,0.1084,0.0471,-0.0056,0.0011,-0.0074,-0.071,-0.1294,0.1034,3.5194,1.0865,356.4683
5.0161,5.0265,0.01,0.1044,0.0523,-0.0062,0.0105,-0.0524,-0.0519,-0.1296,0.1035,3.522,0.906,356.4202
5.086,5.0775,-0.009,0.1005,0.0477,-0.0019,0.0125,-0.0475,-0.0512,-0.1305,0.1043,3.5229,0.4059,356.9554
5.1573,5.1796,0.022,0.0958,0.0387,-0.0106,0.022,-0.049,-0.0567,-0.1296,0.1046,3.5239,359.9854,356.5713
5.2302,5.2305,0.0,0.0912,0.0384,-0.011,0.0397,-0.0821,-0.0658,-0.1299,0.101,3.5236,0.7173,356.7072
5.3041,5.2822,-0.022,0.0866,0.0365,-0.0131,0.0478,-0.0937,-0.0667,-0.1309,0.1012,3.5241,0.8499,356.2102
5.3765,5.3838,0.007,0.0753,0.0421,-0.0123,0.0208,-0.0853,-0.0536,-0.1323,0.1024,3.5241,0.3808,356.0183
5.4439,5.4356,-0.008,0.0698,0.0383,-0.0004,0.0097,-0.0881,-0.0397,-0.1328,0.1026,3.5241,0.3384,355.9057
5.5108,5.503,-0.008,0.0623,0.0242,0.0062,0.003,-0.085,-0.0467,-0.1339,0.1029,3.524,0.2714,355.5868
5.5792,5.5545,-0.025,0.0587,0.0154,-0.0003,0.0053,-0.0743,-0.072,-0.1361,0.1032,3.5232,0.0226,355.5918
